customer_id,company_name,tier,product,region,industry,status,acv,mrr,health_score,nps_score,signup_date,last_login_date,days_as_customer,logins_last_30d,support_tickets_q3,csm_owner
CUST-0150,Peak Technologies,Growth,Legacy On-Premise,Northeast,Healthcare,Churned,43100,3592,72,1,2024-05-19,2024-07-20,134,0,4,Tom Wilder
CUST-0151,Summit Systems,Starter,Data Pipeline Suite,Northeast,Technology,Active,2800,233,61,3,2024-02-21,2024-08-07,222,0,4,Sara Okonkwo
CUST-0152,Beacon Solutions,Starter,Reporting Dashboard,Southeast,Finance,Active,7200,600,89,0,2024-04-28,2024-08-13,155,47,17,Priya Patel
CUST-0153,Vertex Technologies,Starter,Cloud Analytics Pro,Midwest,Retail,Churned,3500,292,87,-1,2024-05-28,2024-08-09,125,0,1,Marcus Chen
CUST-0154,River Solutions,Starter,Reporting Dashboard,Southeast,Retail,Active,9900,825,74,6,2024-03-09,2024-04-07,205,29,16,Priya Patel
CUST-0155,River Technologies,Starter,Reporting Dashboard,Northeast,Technology,Active,7900,658,90,8,2024-04-08,2024-08-18,175,39,5,Sara Okonkwo
CUST-0156,Vertex Labs,Growth,Cloud Analytics Pro,Northeast,Healthcare,Active,29100,2425,70,6,2024-07-15,2024-08-23,77,28,7,Marcus Chen
CUST-0157,River Group,Starter,Reporting Dashboard,Southeast,Education,Active,3900,325,82,7,2024-06-06,2024-08-27,116,25,5,Jordan Lee
CUST-0158,Beacon Solutions,Starter,Data Pipeline Suite,Northeast,Retail,Churned,3200,267,87,10,2024-07-10,2024-08-07,82,0,13,Tom Wilder
CUST-0159,Peak Solutions,Starter,Cloud Analytics Pro,International,Retail,Active,6200,517,63,4,2024-02-27,2024-07-14,216,53,1,Tom Wilder
CUST-0160,Vertex Systems,Growth,Legacy On-Premise,Pacific Northwest,Education,Active,18200,1517,92,0,2024-09-18,2024-09-21,12,51,14,Sara Okonkwo
CUST-0161,Nexus Systems,Growth,Cloud Analytics Pro,International,Retail,Active,36900,3075,74,-1,2024-07-21,2024-07-31,71,52,8,Priya Patel
CUST-0162,Beacon Solutions,Growth,Cloud Analytics Pro,International,Technology,Churned,47400,3950,59,7,2024-08-29,2024-09-10,32,0,1,Sara Okonkwo
CUST-0163,Vertex Systems,Starter,Legacy On-Premise,Southeast,Retail,Active,5600,467,64,8,2024-03-09,2024-04-24,205,55,20,Jordan Lee
CUST-0164,River Solutions,Starter,Data Pipeline Suite,Pacific Northwest,Technology,Active,9800,817,69,5,2024-08-05,2024-09-04,56,24,17,Priya Patel
CUST-0165,Atlas Labs,Growth,Cloud Analytics Pro,Pacific Northwest,Education,Active,26800,2233,56,0,2024-02-04,2024-07-07,239,38,3,Sara Okonkwo
CUST-0166,Atlas Dynamics,Starter,Data Pipeline Suite,Pacific Northwest,Retail,Active,5500,458,74,7,2024-01-29,2024-08-25,245,32,4,Priya Patel
CUST-0167,Summit Technologies,Growth,Reporting Dashboard,Northeast,Finance,Active,45100,3758,88,3,2024-06-02,2024-08-13,120,3,8,Sara Okonkwo
CUST-0168,River Labs,Starter,Legacy On-Premise,International,Finance,Active,7600,633,66,10,2024-07-11,2024-08-09,81,48,5,Priya Patel
CUST-0169,Atlas Technologies,Enterprise,Legacy On-Premise,Pacific Northwest,Manufacturing,Active,111900,9325,83,6,2024-03-09,2024-06-02,205,15,12,Priya Patel
CUST-0170,Beacon Dynamics,Starter,Reporting Dashboard,Pacific Northwest,Manufacturing,Active,7800,650,52,0,2024-07-12,2024-08-06,80,38,19,Jordan Lee
CUST-0171,Peak Labs,Starter,Data Pipeline Suite,Midwest,Healthcare,Active,9000,750,61,4,2024-01-08,2024-09-10,266,59,6,Jordan Lee
CUST-0172,River Dynamics,Starter,Data Pipeline Suite,Midwest,Healthcare,Active,6400,533,89,8,2024-08-26,2024-09-12,35,41,17,Marcus Chen
CUST-0173,Atlas Solutions,Starter,Legacy On-Premise,Pacific Northwest,Education,At Risk,5800,483,60,0,2024-07-08,2024-08-06,84,26,10,Tom Wilder
CUST-0174,Atlas Labs,Enterprise,Legacy On-Premise,Southeast,Healthcare,Active,79400,6617,77,7,2024-05-05,2024-09-08,148,35,15,Marcus Chen
CUST-0175,Beacon Technologies,Starter,Legacy On-Premise,Northeast,Education,Active,8400,700,50,0,2024-09-07,2024-09-09,23,58,5,Tom Wilder
CUST-0176,Vertex Labs,Starter,Cloud Analytics Pro,Pacific Northwest,Retail,Active,3100,258,80,9,2024-03-18,2024-04-03,196,13,0,Marcus Chen
CUST-0177,Nexus Dynamics,Starter,Legacy On-Premise,Midwest,Technology,Active,2100,175,75,6,2024-01-09,2024-06-04,265,46,16,Tom Wilder
CUST-0178,Beacon Systems,Starter,Legacy On-Premise,Northeast,Technology,Active,9300,775,73,6,2024-04-08,2024-06-16,175,33,19,Marcus Chen
CUST-0179,Summit Systems,Enterprise,Legacy On-Premise,Midwest,Manufacturing,Active,86500,7208,92,0,2024-02-11,2024-05-25,232,54,20,Jordan Lee
CUST-0180,Peak Solutions,Starter,Cloud Analytics Pro,Pacific Northwest,Education,At Risk,3400,283,71,1,2024-06-18,2024-06-24,104,54,18,Tom Wilder
CUST-0181,Vertex Solutions,Starter,Legacy On-Premise,Southeast,Technology,Churned,9400,783,83,7,2024-01-17,2024-05-03,257,0,5,Jordan Lee
CUST-0182,Vertex Labs,Starter,Legacy On-Premise,Pacific Northwest,Finance,Active,3300,275,55,8,2024-07-18,2024-07-29,74,21,17,Priya Patel
CUST-0183,Peak Group,Starter,Cloud Analytics Pro,Pacific Northwest,Retail,Active,3900,325,44,6,2024-07-22,2024-09-23,70,1,10,Sara Okonkwo
CUST-0184,Peak Systems,Starter,Legacy On-Premise,Midwest,Healthcare,Active,7400,617,82,1,2024-05-31,2024-07-05,122,45,7,Jordan Lee
CUST-0185,Nexus Solutions,Starter,Data Pipeline Suite,Midwest,Finance,Active,4900,408,45,6,2024-06-06,2024-06-23,116,23,14,Jordan Lee
CUST-0186,Beacon Technologies,Growth,Legacy On-Premise,Pacific Northwest,Technology,Active,13600,1133,90,7,2024-06-15,2024-08-04,107,0,12,Sara Okonkwo
CUST-0187,Peak Systems,Starter,Data Pipeline Suite,International,Manufacturing,Active,3400,283,64,10,2024-05-17,2024-06-03,136,17,9,Priya Patel
CUST-0188,Peak Group,Growth,Reporting Dashboard,Midwest,Technology,Active,24400,2033,70,4,2024-09-10,2024-09-14,20,39,19,Sara Okonkwo
CUST-0189,Vertex Labs,Enterprise,Legacy On-Premise,Southeast,Manufacturing,Active,107000,8917,97,2,2024-06-20,2024-08-01,102,52,13,Marcus Chen
CUST-0190,River Systems,Growth,Reporting Dashboard,Northeast,Retail,Active,48700,4058,73,5,2024-09-08,2024-09-21,22,50,18,Marcus Chen
CUST-0191,Atlas Systems,Growth,Data Pipeline Suite,International,Manufacturing,Active,17200,1433,90,7,2024-08-24,2024-09-20,37,28,6,Jordan Lee
CUST-0192,Vertex Dynamics,Enterprise,Reporting Dashboard,Northeast,Finance,Active,148800,12400,92,10,2024-07-12,2024-09-02,80,28,2,Tom Wilder
CUST-0193,Atlas Dynamics,Starter,Legacy On-Premise,International,Technology,Active,8300,692,63,5,2024-02-13,2024-03-27,230,49,3,Marcus Chen
CUST-0194,Summit Systems,Enterprise,Legacy On-Premise,Southeast,Retail,Active,65900,5492,73,5,2024-09-18,2024-09-24,12,35,16,Sara Okonkwo
CUST-0195,River Systems,Starter,Data Pipeline Suite,Southeast,Technology,Active,5900,492,58,2,2024-02-13,2024-05-03,230,53,3,Marcus Chen
CUST-0196,Beacon Group,Starter,Legacy On-Premise,Southeast,Retail,Active,2800,233,86,0,2024-06-12,2024-06-15,110,19,2,Jordan Lee
CUST-0197,Atlas Labs,Starter,Data Pipeline Suite,Northeast,Manufacturing,Active,3400,283,50,8,2024-08-06,2024-08-18,55,14,14,Priya Patel
CUST-0198,Beacon Dynamics,Growth,Cloud Analytics Pro,International,Healthcare,Active,28000,2333,82,1,2024-04-19,2024-05-16,164,17,6,Tom Wilder
CUST-0199,River Group,Growth,Reporting Dashboard,Northeast,Retail,Active,14600,1217,86,8,2024-06-09,2024-06-24,113,24,19,Tom Wilder
CUST-0200,Atlas Solutions,Starter,Data Pipeline Suite,Southeast,Manufacturing,Active,6700,558,83,1,2024-03-01,2024-06-05,213,19,7,Priya Patel
CUST-0201,Peak Group,Starter,Legacy On-Premise,International,Healthcare,Active,6600,550,67,10,2024-03-29,2024-05-04,185,10,17,Marcus Chen
CUST-0202,Atlas Systems,Starter,Cloud Analytics Pro,Southeast,Technology,At Risk,5900,492,52,9,2024-09-15,2024-09-22,15,31,20,Sara Okonkwo
CUST-0203,Vertex Labs,Growth,Cloud Analytics Pro,International,Technology,Active,41800,3483,69,7,2024-05-20,2024-09-15,133,34,7,Priya Patel
CUST-0204,Peak Systems,Starter,Legacy On-Premise,International,Manufacturing,Active,2900,242,47,0,2024-07-06,2024-09-14,86,52,17,Sara Okonkwo
CUST-0205,Beacon Labs,Enterprise,Data Pipeline Suite,Southeast,Technology,At Risk,117500,9792,81,1,2024-02-14,2024-04-08,229,55,14,Priya Patel
CUST-0206,Vertex Group,Starter,Reporting Dashboard,International,Education,Active,5400,450,79,0,2024-04-15,2024-07-14,168,51,6,Tom Wilder
CUST-0207,Beacon Labs,Starter,Data Pipeline Suite,Southeast,Education,Active,4300,358,76,9,2024-09-20,2024-09-25,10,8,3,Jordan Lee
CUST-0208,Summit Technologies,Enterprise,Data Pipeline Suite,Northeast,Healthcare,Active,156700,13058,96,6,2024-07-20,2024-09-07,72,9,15,Sara Okonkwo
CUST-0209,Nexus Labs,Starter,Cloud Analytics Pro,Midwest,Manufacturing,Churned,8000,667,84,10,2024-07-07,2024-09-20,85,0,14,Marcus Chen
CUST-0210,River Group,Enterprise,Legacy On-Premise,Southeast,Technology,Active,169400,14117,82,6,2024-08-07,2024-09-30,54,31,6,Marcus Chen
CUST-0211,Beacon Solutions,Starter,Data Pipeline Suite,International,Retail,Active,8300,692,83,9,2024-01-24,2024-02-25,250,40,3,Jordan Lee
CUST-0212,River Group,Growth,Cloud Analytics Pro,Midwest,Healthcare,At Risk,49800,4150,63,6,2024-06-03,2024-08-26,119,55,5,Jordan Lee
CUST-0213,Peak Systems,Enterprise,Data Pipeline Suite,Pacific Northwest,Retail,Active,143800,11983,93,1,2024-04-29,2024-04-30,154,41,13,Jordan Lee
CUST-0214,Peak Systems,Enterprise,Data Pipeline Suite,International,Education,Active,116800,9733,70,2,2024-03-02,2024-03-21,212,44,13,Sara Okonkwo
CUST-0215,Vertex Technologies,Enterprise,Cloud Analytics Pro,Pacific Northwest,Finance,Active,105100,8758,79,2,2024-03-09,2024-07-23,205,43,20,Jordan Lee
CUST-0216,Nexus Solutions,Starter,Data Pipeline Suite,Midwest,Finance,Active,7800,650,80,9,2024-07-29,2024-08-04,63,43,19,Priya Patel
CUST-0217,Beacon Labs,Starter,Legacy On-Premise,Southeast,Retail,Active,4500,375,48,7,2024-02-13,2024-09-18,230,35,7,Jordan Lee
CUST-0218,Summit Labs,Starter,Data Pipeline Suite,International,Manufacturing,Active,6100,508,87,8,2024-01-28,2024-03-30,246,31,7,Jordan Lee
CUST-0219,Nexus Technologies,Starter,Cloud Analytics Pro,Southeast,Finance,Active,3100,258,76,1,2024-03-29,2024-08-27,185,49,15,Jordan Lee
CUST-0220,Vertex Dynamics,Growth,Cloud Analytics Pro,Pacific Northwest,Retail,Active,30300,2525,95,8,2024-07-31,2024-09-10,61,44,13,Jordan Lee
CUST-0221,Atlas Labs,Starter,Reporting Dashboard,Pacific Northwest,Finance,Churned,2600,217,53,7,2024-03-20,2024-08-18,194,0,17,Sara Okonkwo
CUST-0222,Nexus Group,Starter,Cloud Analytics Pro,Southeast,Education,Active,5500,458,55,9,2024-02-14,2024-07-19,229,7,13,Tom Wilder
CUST-0223,Peak Labs,Starter,Data Pipeline Suite,Pacific Northwest,Technology,Active,7700,642,84,6,2024-09-11,2024-09-23,19,33,11,Priya Patel
CUST-0224,Vertex Group,Starter,Reporting Dashboard,Pacific Northwest,Technology,Active,4700,392,67,1,2024-02-02,2024-05-29,241,45,8,Sara Okonkwo
CUST-0225,Peak Technologies,Enterprise,Data Pipeline Suite,Southeast,Healthcare,At Risk,88300,7358,73,-1,2024-02-29,2024-03-04,214,47,7,Jordan Lee
CUST-0226,Atlas Group,Growth,Legacy On-Premise,Northeast,Healthcare,Active,47200,3933,57,5,2024-08-02,2024-09-30,59,20,7,Sara Okonkwo
CUST-0227,Beacon Group,Growth,Cloud Analytics Pro,International,Finance,Active,14800,1233,58,1,2024-09-21,2024-09-26,9,25,1,Sara Okonkwo
CUST-0228,Beacon Solutions,Growth,Legacy On-Premise,Pacific Northwest,Finance,Active,18000,1500,91,10,2024-05-04,2024-09-21,149,23,14,Priya Patel
CUST-0229,Peak Dynamics,Growth,Legacy On-Premise,Pacific Northwest,Healthcare,At Risk,31700,2642,95,8,2024-01-05,2024-02-28,269,0,10,Marcus Chen
CUST-0230,Atlas Group,Starter,Legacy On-Premise,Midwest,Technology,Active,9800,817,49,5,2024-02-17,2024-06-02,226,58,1,Tom Wilder
CUST-0231,Peak Solutions,Growth,Cloud Analytics Pro,International,Technology,At Risk,30200,2517,95,0,2024-02-08,2024-07-27,235,36,18,Sara Okonkwo
CUST-0232,Peak Technologies,Growth,Reporting Dashboard,Midwest,Education,Active,43300,3608,75,4,2024-05-19,2024-06-16,134,4,7,Priya Patel
CUST-0233,Beacon Technologies,Growth,Legacy On-Premise,Southeast,Retail,Churned,14800,1233,77,7,2024-04-16,2024-06-23,167,0,14,Sara Okonkwo
CUST-0234,Atlas Group,Enterprise,Reporting Dashboard,International,Technology,Active,82300,6858,97,8,2024-02-16,2024-02-29,227,22,7,Tom Wilder
CUST-0235,Nexus Technologies,Growth,Data Pipeline Suite,Pacific Northwest,Retail,Active,44200,3683,90,1,2024-05-07,2024-06-08,146,29,3,Priya Patel
CUST-0236,Nexus Solutions,Starter,Data Pipeline Suite,Northeast,Healthcare,Active,8600,717,63,6,2024-02-13,2024-02-19,230,37,18,Jordan Lee
CUST-0237,Beacon Labs,Starter,Legacy On-Premise,Northeast,Technology,Active,9200,767,91,3,2024-01-22,2024-05-12,252,3,14,Tom Wilder
CUST-0238,Vertex Dynamics,Growth,Cloud Analytics Pro,Midwest,Education,Active,27100,2258,77,9,2024-04-05,2024-04-14,178,17,8,Priya Patel
CUST-0239,Atlas Dynamics,Starter,Reporting Dashboard,Midwest,Retail,Active,9100,758,70,9,2024-05-23,2024-07-26,130,8,12,Priya Patel
CUST-0240,River Dynamics,Starter,Legacy On-Premise,Southeast,Retail,Active,6400,533,71,6,2024-09-14,2024-09-15,16,24,10,Priya Patel
CUST-0241,Vertex Labs,Growth,Reporting Dashboard,Pacific Northwest,Retail,Churned,31200,2600,92,5,2024-03-22,2024-05-30,192,0,3,Priya Patel
CUST-0242,Beacon Labs,Enterprise,Data Pipeline Suite,International,Retail,Churned,103200,8600,96,5,2024-03-29,2024-06-19,185,0,5,Tom Wilder
CUST-0243,Nexus Technologies,Starter,Cloud Analytics Pro,Southeast,Manufacturing,Churned,6500,542,76,7,2024-09-09,2024-09-25,21,0,17,Priya Patel
CUST-0244,Nexus Solutions,Enterprise,Data Pipeline Suite,Pacific Northwest,Manufacturing,At Risk,121700,10142,80,3,2024-04-13,2024-04-29,170,21,4,Marcus Chen
CUST-0245,Peak Solutions,Starter,Data Pipeline Suite,Pacific Northwest,Manufacturing,Active,8900,742,44,7,2024-07-21,2024-09-01,71,6,18,Marcus Chen
CUST-0246,Atlas Labs,Starter,Legacy On-Premise,Midwest,Education,Churned,4500,375,85,3,2024-07-01,2024-08-10,91,0,7,Sara Okonkwo
CUST-0247,Atlas Dynamics,Growth,Data Pipeline Suite,Pacific Northwest,Education,At Risk,47900,3992,80,7,2024-01-17,2024-05-10,257,38,5,Tom Wilder
CUST-0248,Nexus Group,Enterprise,Legacy On-Premise,Northeast,Finance,Active,161800,13483,77,1,2024-06-12,2024-08-09,110,40,5,Marcus Chen
CUST-0249,River Dynamics,Growth,Cloud Analytics Pro,Southeast,Finance,Active,41500,3458,55,9,2024-08-12,2024-09-06,49,10,13,Sara Okonkwo
CUST-0250,Nexus Technologies,Growth,Legacy On-Premise,International,Education,Active,40300,3358,69,-1,2024-02-07,2024-04-14,236,18,1,Marcus Chen
CUST-0251,Peak Technologies,Growth,Legacy On-Premise,Northeast,Education,Active,13000,1083,60,3,2024-09-04,2024-09-18,26,27,0,Tom Wilder
CUST-0252,Nexus Systems,Enterprise,Data Pipeline Suite,Northeast,Retail,Churned,154600,12883,93,7,2024-05-15,2024-06-09,138,0,9,Priya Patel
CUST-0253,Atlas Group,Starter,Legacy On-Premise,Northeast,Technology,Active,4900,408,67,-1,2024-09-02,2024-09-08,28,6,6,Priya Patel
CUST-0254,Summit Group,Starter,Legacy On-Premise,Pacific Northwest,Finance,Active,8300,692,70,8,2024-05-15,2024-08-18,138,41,2,Priya Patel
CUST-0255,River Dynamics,Growth,Cloud Analytics Pro,Southeast,Retail,At Risk,28600,2383,69,1,2024-02-01,2024-07-22,242,48,4,Jordan Lee
CUST-0256,Nexus Systems,Growth,Data Pipeline Suite,International,Technology,Active,43600,3633,88,5,2024-08-31,2024-09-10,30,56,18,Sara Okonkwo
CUST-0257,Peak Solutions,Starter,Cloud Analytics Pro,International,Manufacturing,Active,9200,767,91,9,2024-03-16,2024-04-28,198,60,3,Priya Patel
CUST-0258,Vertex Systems,Enterprise,Legacy On-Premise,Pacific Northwest,Education,Active,115300,9608,96,1,2024-05-12,2024-08-20,141,58,10,Jordan Lee
CUST-0259,Vertex Dynamics,Starter,Reporting Dashboard,International,Retail,Active,9300,775,40,9,2024-09-24,2024-09-26,6,7,13,Priya Patel
CUST-0260,Vertex Systems,Starter,Cloud Analytics Pro,Pacific Northwest,Manufacturing,Active,8200,683,90,8,2024-06-25,2024-09-07,97,16,13,Sara Okonkwo
CUST-0261,Atlas Systems,Enterprise,Reporting Dashboard,Midwest,Healthcare,Active,142700,11892,91,7,2024-01-20,2024-02-02,254,56,12,Priya Patel
CUST-0262,Atlas Systems,Starter,Reporting Dashboard,Pacific Northwest,Finance,Active,8500,708,59,5,2024-09-08,2024-09-18,22,55,3,Priya Patel
CUST-0263,Beacon Group,Starter,Reporting Dashboard,Southeast,Education,Active,5300,442,81,9,2024-08-14,2024-09-17,47,58,6,Sara Okonkwo
CUST-0264,Beacon Technologies,Starter,Data Pipeline Suite,Pacific Northwest,Finance,Active,7700,642,65,3,2024-09-25,2024-09-27,5,1,18,Priya Patel
CUST-0265,River Systems,Growth,Legacy On-Premise,Pacific Northwest,Finance,Active,38200,3183,72,1,2024-08-25,2024-09-10,36,25,16,Jordan Lee
CUST-0266,Peak Dynamics,Starter,Data Pipeline Suite,Midwest,Manufacturing,Active,6400,533,62,-1,2024-05-12,2024-05-25,141,18,2,Sara Okonkwo
CUST-0267,Atlas Solutions,Starter,Data Pipeline Suite,Northeast,Education,Active,3800,317,53,-1,2024-07-28,2024-08-14,64,1,16,Sara Okonkwo
CUST-0268,River Solutions,Starter,Cloud Analytics Pro,Northeast,Finance,Active,6900,575,59,8,2024-05-20,2024-09-15,133,57,13,Marcus Chen
CUST-0269,River Group,Growth,Legacy On-Premise,International,Technology,Active,10300,858,78,1,2024-05-24,2024-06-10,129,43,9,Sara Okonkwo
CUST-0270,Summit Labs,Starter,Reporting Dashboard,Southeast,Education,Active,7700,642,81,5,2024-03-17,2024-08-18,197,48,16,Jordan Lee
CUST-0271,Vertex Solutions,Growth,Data Pipeline Suite,Pacific Northwest,Education,Active,29900,2492,73,0,2024-08-02,2024-09-17,59,24,12,Tom Wilder
CUST-0272,Peak Labs,Growth,Data Pipeline Suite,International,Education,Active,41400,3450,77,7,2024-03-28,2024-07-27,186,11,17,Jordan Lee
CUST-0273,Vertex Group,Growth,Data Pipeline Suite,Southeast,Education,Active,13600,1133,77,7,2024-06-06,2024-07-10,116,50,13,Marcus Chen
CUST-0274,Beacon Labs,Growth,Cloud Analytics Pro,Midwest,Technology,Active,44700,3725,92,4,2024-02-06,2024-03-08,237,56,15,Tom Wilder
CUST-0275,Beacon Labs,Growth,Reporting Dashboard,Midwest,Technology,Active,44800,3733,64,9,2024-04-12,2024-07-02,171,26,10,Priya Patel
CUST-0276,Beacon Solutions,Growth,Cloud Analytics Pro,Midwest,Finance,Active,35200,2933,66,6,2024-01-30,2024-08-12,244,28,0,Priya Patel
CUST-0277,Vertex Solutions,Starter,Data Pipeline Suite,Midwest,Technology,Active,3000,250,67,8,2024-07-25,2024-07-30,67,30,13,Jordan Lee
CUST-0278,Nexus Systems,Starter,Cloud Analytics Pro,Southeast,Manufacturing,Active,3500,292,83,8,2024-05-07,2024-06-10,146,44,7,Marcus Chen
CUST-0279,River Systems,Starter,Reporting Dashboard,Northeast,Technology,Churned,8600,717,59,7,2024-08-21,2024-08-30,40,0,16,Sara Okonkwo
CUST-0280,Peak Technologies,Growth,Data Pipeline Suite,Northeast,Retail,Active,10800,900,69,-1,2024-03-08,2024-07-16,206,46,6,Tom Wilder
CUST-0281,Nexus Systems,Growth,Cloud Analytics Pro,Midwest,Education,Active,20200,1683,89,-1,2024-01-25,2024-07-20,249,41,3,Jordan Lee
CUST-0282,Vertex Dynamics,Growth,Cloud Analytics Pro,International,Finance,Active,29000,2417,64,1,2024-01-05,2024-05-23,269,26,9,Tom Wilder
CUST-0283,Vertex Solutions,Starter,Legacy On-Premise,Pacific Northwest,Manufacturing,Active,7800,650,47,4,2024-02-24,2024-09-24,219,12,15,Marcus Chen
CUST-0284,Nexus Technologies,Growth,Legacy On-Premise,Southeast,Healthcare,At Risk,11600,967,86,-1,2024-09-03,2024-09-25,27,15,10,Jordan Lee
CUST-0285,River Systems,Starter,Legacy On-Premise,Northeast,Technology,Active,8200,683,44,5,2024-02-21,2024-05-07,222,41,8,Sara Okonkwo
CUST-0286,Atlas Labs,Enterprise,Data Pipeline Suite,Pacific Northwest,Finance,Active,104000,8667,91,0,2024-02-29,2024-04-05,214,54,3,Jordan Lee
CUST-0287,River Systems,Growth,Reporting Dashboard,Midwest,Manufacturing,Active,20700,1725,60,8,2024-06-24,2024-08-22,98,7,5,Sara Okonkwo
CUST-0288,Beacon Dynamics,Starter,Legacy On-Premise,Midwest,Education,Active,9100,758,50,9,2024-01-31,2024-06-03,243,6,5,Tom Wilder
CUST-0289,Summit Technologies,Starter,Data Pipeline Suite,International,Retail,Active,8200,683,79,10,2024-03-07,2024-06-21,207,58,15,Jordan Lee
CUST-0290,Summit Group,Enterprise,Reporting Dashboard,Pacific Northwest,Education,Active,180200,15017,86,1,2024-04-24,2024-06-27,159,33,10,Sara Okonkwo
CUST-0291,Nexus Systems,Starter,Legacy On-Premise,Northeast,Manufacturing,Active,9100,758,79,10,2024-03-21,2024-05-03,193,54,16,Sara Okonkwo
CUST-0292,Nexus Systems,Growth,Reporting Dashboard,Southeast,Technology,Active,30300,2525,90,9,2024-07-25,2024-09-21,67,5,7,Sara Okonkwo
CUST-0293,Vertex Dynamics,Growth,Cloud Analytics Pro,Midwest,Education,Active,36100,3008,61,-1,2024-01-19,2024-08-09,255,35,17,Jordan Lee
CUST-0294,Nexus Technologies,Starter,Data Pipeline Suite,Midwest,Finance,At Risk,4900,408,43,10,2024-08-20,2024-09-18,41,35,10,Marcus Chen
CUST-0295,Peak Systems,Starter,Data Pipeline Suite,Pacific Northwest,Finance,Churned,4800,400,80,8,2024-05-29,2024-06-04,124,0,17,Jordan Lee
CUST-0296,Beacon Systems,Enterprise,Legacy On-Premise,Pacific Northwest,Finance,Active,141600,11800,76,4,2024-07-20,2024-08-03,72,29,6,Marcus Chen
CUST-0297,Beacon Dynamics,Enterprise,Cloud Analytics Pro,Midwest,Retail,Active,148800,12400,86,0,2024-09-12,2024-09-26,18,33,0,Tom Wilder
CUST-0298,Atlas Solutions,Growth,Data Pipeline Suite,International,Healthcare,Active,39200,3267,63,8,2024-06-13,2024-08-30,109,56,16,Sara Okonkwo
CUST-0299,Peak Solutions,Growth,Reporting Dashboard,Southeast,Retail,Active,42200,3517,63,7,2024-09-19,2024-09-30,11,53,9,Tom Wilder
CUST-0300,Vertex Dynamics,Growth,Reporting Dashboard,Southeast,Education,Active,15300,1275,66,8,2024-06-14,2024-08-15,108,48,3,Tom Wilder
